customer_id,age,monthly_income,employment_type,credit_score,existing_emi,loan_amount,loan_tenure,previous_default,loan_to_income,emi_to_income,default
76,49,129832.0,salaried,722.0,20880.0,48421,36,0,0.031079266539322612,0.16082321769671576,1
77,35,83682.0,self_employed,765.0,31712.0,458828,18,0,0.4569162623582929,0.37895843789584377,1
78,21,106713.0,salaried,,29943.0,383894,6,0,0.29978696753597656,0.28059374209327825,1
79,45,119060.0,salaried,649.0,5306.0,173312,24,0,0.12130578419844336,0.044565765160423314,0
80,27,98030.0,salaried,635.0,28300.0,202605,6,0,0.17223043966132817,0.28868713659083955,1
81,29,135360.0,salaried,622.0,24107.0,93775,18,1,0.05773185086682427,0.17809544917257683,1
82,44,100973.0,salaried,609.0,38646.0,395918,12,0,0.3267523661440847,0.3827359789250592,1
83,21,51731.0,self_employed,642.0,10709.0,417224,36,0,0.6721050562847551,0.20701320291507994,1
84,28,129360.0,salaried,569.0,32481.0,494706,12,0,0.3186881570810142,0.2510899814471243,1
85,44,16750.0,salaried,553.0,14914.0,307182,6,0,1.5282686567164179,0.8903880597014925,1
86,31,80018.0,salaried,831.0,31175.0,418409,12,1,0.43574466578353205,0.3895998400359919,1
87,37,101984.0,self_employed,539.0,28412.0,224342,12,0,0.18331470295994143,0.2785927204267336,0
88,28,122983.0,salaried,696.0,16151.0,464732,24,0,0.3149026017146001,0.13132709398860004,0
89,55,43451.0,self_employed,526.0,5009.0,394785,24,0,0.7571459805297922,0.1152792801086281,1
90,55,108743.0,salaried,829.0,20246.0,306449,18,0,0.23484193618593074,0.18618209907764177,1
91,53,86474.0,self_employed,798.0,49280.0,341907,24,0,0.3294892106297847,0.5698822767537063,1
92,25,27150.0,self_employed,679.0,1345.0,267553,24,0,0.82121853898097,0.049539594843462244,1
93,59,28406.0,salaried,545.0,10628.0,378219,24,1,1.109563120467507,0.37414630711821445,1
94,48,131047.0,salaried,641.0,43793.0,61993,24,0,0.03942160700613775,0.3341778140667089,1
95,27,138971.0,contract,819.0,39900.0,409542,18,1,0.2455800130962575,0.2871102604140432,1
96,29,118157.0,contract,597.0,21026.0,60193,24,0,0.04245269711767676,0.17794967712450382,1
97,28,33325.0,self_employed,625.0,45464.0,320664,24,0,0.8018604651162791,1.3642610652663165,1
98,32,109415.0,self_employed,557.0,29289.0,436576,6,0,0.33250773050617677,0.2676872458072476,1
99,54,32669.0,salaried,676.0,29432.0,276961,24,0,0.7064827002152907,0.9009152407481098,1
100,53,142385.0,salaried,706.0,,186614,18,0,0.10921913591085203,0.13770411209045896,0
101,43,87010.0,contract,784.0,19860.0,53243,18,0,0.0509931808604375,0.22824962647971497,0
102,44,147915.0,self_employed,653.0,5097.0,499476,12,1,0.2813981002602846,0.03445897981949093,1
103,57,65812.0,salaried,526.0,27114.0,142192,24,0,0.1800482181567698,0.411991734030268,1
104,55,31059.0,salaried,822.0,13473.0,162003,36,0,0.4346646704658875,0.43378730802665894,1
105,60,101269.0,salaried,662.0,42395.0,40967,12,0,0.03371136938911875,0.41863749024874347,1
106,42,40395.0,salaried,749.0,24831.0,214347,18,0,0.44218962742913726,0.6147047901968066,1
107,47,35202.0,salaried,687.0,22106.0,259393,12,0,0.6140583868340814,0.6279756831998182,1
108,55,118235.0,salaried,833.0,10609.0,213608,36,0,0.1505532766665257,0.08972808390070622,0
109,21,60510.0,salaried,589.0,4746.0,77040,6,0,0.10609816559246406,0.07843331680713932,1
110,55,102945.0,self_employed,630.0,30384.0,392396,36,0,0.31764210662651576,0.2951478945067755,1
111,57,85649.0,self_employed,797.0,16459.0,25023,12,0,0.024346460554122058,0.19216803465306076,0
112,34,121723.0,self_employed,512.0,31288.0,246308,24,1,0.16862603342561938,0.25704262957699037,1
113,23,17881.0,self_employed,528.0,36379.0,386029,6,0,1.7990651156721287,2.034505900117443,1
114,21,60913.0,salaried,764.0,8001.0,239352,36,0,0.327450626303088,0.13135127148556136,0
115,25,126860.0,self_employed,531.0,36160.0,131829,24,0,0.0865974302380577,0.28503862525618795,1
116,46,99785.0,salaried,649.0,10184.0,393694,36,0,0.32878522155968665,0.10205942776970486,1
117,34,77457.0,contract,585.0,12949.0,103268,18,0,0.11110250418511776,0.16717662703177247,0
118,59,20741.0,salaried,557.0,37879.0,382805,24,0,1.5380365781142022,1.8262860999951787,1
119,47,112091.0,contract,556.0,44338.0,226885,18,0,0.16867619463947447,0.39555361268968964,1
120,29,43690.0,salaried,524.0,6119.0,287144,6,1,0.5476920729381247,0.1400549324788281,1
121,35,47833.0,salaried,689.0,35162.0,49756,6,0,0.08668353089568569,0.7350991992975561,1
122,35,117566.0,salaried,,34184.0,57982,6,1,0.04109890047576113,0.29076433662793666,1
123,46,86240.0,salaried,838.0,7843.0,280328,6,0,0.2708797155225727,0.0909438775510204,0
124,33,121898.0,salaried,724.0,26805.0,468276,18,1,0.32012830399186204,0.21989696303466832,1
125,52,92711.0,salaried,682.0,8431.0,164931,18,0,0.1482483200483222,0.0909385078361791,0
126,59,54023.0,self_employed,653.0,18161.0,73760,12,0,0.11377869919602145,0.33617163060178074,1
127,52,55209.0,salaried,768.0,39082.0,31734,12,0,0.04789979894582405,0.7078918292307413,1
128,24,108590.0,salaried,777.0,38532.0,280310,18,0,0.21511342358105412,0.3548393038032968,0
129,50,101612.0,salaried,839.0,48720.0,235438,6,0,0.19308579039221088,0.4794709286304767,0
130,57,95522.0,salaried,522.0,28836.0,410701,12,0,0.3582952967204763,0.3018781013797869,1
131,43,126654.0,self_employed,513.0,36926.0,357472,24,0,0.23520246761518257,0.2915502076523442,1
132,59,134107.0,salaried,593.0,4146.0,104997,18,0,0.0652445435361316,0.030915612160439053,0
133,35,37462.0,contract,842.0,19015.0,107975,24,0,0.2401878347836919,0.507581015428968,1
134,49,,salaried,551.0,,486850,6,0,1.2361242294059698,0.9372657749611529,1
135,56,107889.0,self_employed,838.0,44866.0,215664,18,0,0.16657861320431183,0.4158533307380734,1
136,33,103952.0,self_employed,540.0,43970.0,30428,12,0,0.024392668411061514,0.42298368477758963,1
137,52,133066.0,self_employed,663.0,5440.0,193718,12,0,0.121316990566085,0.040881968346534805,0
138,27,94364.0,salaried,505.0,19773.0,41139,24,0,0.03633006231189861,0.2095396549531601,0
139,42,85077.0,salaried,637.0,48343.0,228923,18,0,0.22423118665052444,0.568226430175018,1
140,48,55644.0,salaried,598.0,12268.0,460996,6,0,0.6903948913329979,0.22047300697289915,1
141,22,77643.0,self_employed,840.0,25790.0,487078,36,0,0.5227751804197845,0.3321613023711088,1
142,26,28311.0,salaried,723.0,49821.0,447773,36,0,1.3180183203230782,1.7597753523365476,1
143,48,144466.0,contract,815.0,19945.0,48976,6,0,0.02825116867175206,0.13806016640593635,0
144,48,45531.0,salaried,529.0,21925.0,456718,12,0,0.8359103321546492,0.48154004963651137,1
145,40,29588.0,salaried,724.0,7658.0,295155,36,0,0.8312914019196972,0.25882114370690823,1
146,50,64416.0,salaried,825.0,25191.0,293687,6,0,0.3799353680245074,0.39106743666169896,1
147,31,36711.0,salaried,760.0,37426.0,142636,24,0,0.3237812463112782,1.0194764511999128,1
148,48,131348.0,contract,746.0,7421.0,330286,12,0,0.20954893362162602,0.0564987666351981,0
149,45,37076.0,salaried,578.0,9322.0,403574,6,0,0.9070872442190815,0.25142949617002913,1
150,59,99274.0,salaried,684.0,22014.0,485814,24,0,0.4078056691580877,0.22174990430525615,1
151,53,72609.0,salaried,798.0,5355.0,49563,18,0,0.05688344420113209,0.0737511878692724,0
152,21,73480.0,salaried,679.0,9713.0,136958,36,0,0.1553234440210488,0.13218562874251497,1
153,47,22044.0,salaried,576.0,,249188,36,0,0.9420099195548297,1.8499364906550535,1
154,33,70486.0,salaried,761.0,20835.0,162938,36,0,0.19263636277653245,0.2955906137388985,0
155,23,70162.0,self_employed,728.0,35432.0,226827,6,0,0.26940865425729027,0.5050027080185856,1
156,59,44882.0,salaried,501.0,37630.0,61787,18,0,0.1147211948368314,0.8384207477385143,1
157,26,69078.0,salaried,516.0,24879.0,280361,6,1,0.3382179082582974,0.360158082167984,1
158,28,73734.0,salaried,843.0,44939.0,421202,6,0,0.476037739260947,0.6094745978788618,1
159,47,123730.0,self_employed,511.0,10086.0,422751,18,0,0.284726824537299,0.0815162046391336,1
160,29,102985.0,self_employed,681.0,34283.0,321308,24,1,0.2599957922674823,0.3328931397776375,1
161,57,59028.0,contract,833.0,583.0,270054,12,0,0.38125127058345193,0.00987666869960019,1
162,53,113938.0,self_employed,506.0,31860.0,39511,36,0,0.028898026412025254,0.2796257613789956,1
163,44,133319.0,contract,745.0,46721.0,240063,18,0,0.15005550596689143,0.350445172856082,1
164,35,47543.0,salaried,656.0,26622.0,332757,24,1,0.5832562101676377,0.5599562501314599,1
165,52,139279.0,salaried,673.0,49271.0,267534,18,1,0.16007079315618292,0.3537575657493233,1
166,52,,salaried,828.0,40676.0,58344,12,0,0.10959830485550696,0.9169108696632253,0
167,44,57915.0,salaried,833.0,30173.0,164860,18,0,0.23721545943768166,0.5209876543209877,1
168,32,66370.0,self_employed,680.0,44525.0,62330,18,0,0.0782607603837075,0.6708603284616543,1
169,59,126375.0,self_employed,780.0,44262.0,323589,24,1,0.21337883283877349,0.3502433234421365,1
170,22,84812.0,salaried,808.0,16255.0,371060,36,0,0.3645907025735352,0.1916591991699288,1
171,23,49017.0,salaried,736.0,4459.0,446346,36,1,0.758828569679907,0.09096843952098252,1
172,57,71792.0,self_employed,656.0,21949.0,28133,24,0,0.032655681227249087,0.3057304435034544,0
173,37,144198.0,salaried,,1968.0,417017,24,0,0.24099791028077136,0.013647900803062456,1
174,22,32629.0,salaried,720.0,35299.0,85747,6,0,0.21899486142184355,1.0818290477795827,0
175,22,143614.0,self_employed,837.0,29621.0,352476,6,0,0.20452741376188951,0.20625426490453577,0
176,48,,salaried,722.0,39157.0,191854,12,0,0.1428122673812714,0.3497722197409558,1
177,43,,contract,710.0,8955.0,305548,6,0,0.3189609456880749,0.11217727893372083,0
178,57,25588.0,contract,836.0,27254.0,153733,6,0,0.5006676306602053,1.0651086446771925,0
179,52,146514.0,salaried,,28387.0,78259,18,0,0.04451167351470394,0.19374940278744693,0
180,53,120280.0,salaried,831.0,31084.0,177108,18,0,0.12270535417359495,0.2584303292317925,0
181,21,55721.0,self_employed,758.0,901.0,163502,24,0,0.2445248051303219,0.01616984619802229,0
182,39,25599.0,salaried,534.0,30905.0,424764,36,0,1.3827493261455526,1.207273721629751,1
183,22,87594.0,salaried,682.0,26094.0,168549,12,1,0.16035059478959746,0.2978971162408384,1
184,46,149011.0,contract,802.0,38733.0,460143,6,0,0.25733167350061403,0.2599338303883606,0
185,52,37149.0,salaried,660.0,36024.0,355424,18,0,0.7972937809003383,0.9697165468787854,1
186,26,142616.0,salaried,592.0,38274.0,455909,36,0,0.2663965941175371,0.2683710102653279,1
187,52,124034.0,salaried,696.0,30999.0,185391,6,0,0.1245565731976716,0.24992340809777963,0
188,24,35951.0,salaried,814.0,44946.0,291669,36,0,0.6760799421434731,1.2502016633751496,1
189,31,61766.0,salaried,705.0,1693.0,94592,18,0,0.1276214530108258,0.02740990188776997,0
190,37,72014.0,salaried,517.0,34897.0,308006,24,0,0.3564191222077189,0.4845863304357486,1
191,58,102122.0,salaried,733.0,36779.0,433755,6,0,0.3539516460703864,0.36014766651651947,1
192,44,24308.0,salaried,832.0,1365.0,221225,6,1,0.758409439964895,0.05615435247655093,1
193,25,74252.0,contract,565.0,8387.0,143188,12,0,0.16070049740523262,0.11295318644615633,1
194,54,98211.0,self_employed,743.0,6203.0,381991,6,0,0.3241244191926906,0.06315993116860637,0
195,26,141534.0,salaried,775.0,32918.0,201629,18,1,0.11871646859882902,0.23258015741800556,0
196,42,23720.0,salaried,698.0,5180.0,403316,36,0,1.4169336706014615,0.21838111298482293,1
197,31,141204.0,salaried,517.0,30342.0,25721,36,0,0.015179574705154717,0.21488059828333475,1
198,36,,salaried,,33098.0,431172,24,1,0.3782489236048972,0.34842567347067677,1
199,53,62113.0,self_employed,654.0,27686.0,300529,24,0,0.4032019598688412,0.4457359972952522,1
200,29,63926.0,salaried,669.0,44649.0,111011,18,0,0.14471289720405886,0.6984482057378845,0
201,26,40905.0,salaried,821.0,7400.0,299635,36,1,0.6104286354561382,0.18090697958684757,1
202,36,65385.0,salaried,781.0,43908.0,421391,24,0,0.5370638015854808,0.6715301674696031,1
203,49,45653.0,self_employed,650.0,27817.0,269065,24,0,0.4911415095028439,0.6093137362276302,1
204,23,106865.0,contract,760.0,10587.0,41241,12,0,0.0321597342441398,0.09906891872923783,0
205,40,140813.0,salaried,579.0,34812.0,392975,12,0,0.23256316296554058,0.24722149233380442,0
206,56,30052.0,salaried,605.0,38413.0,109191,18,0,0.30278350858511915,1.278217755889791,1
207,39,36381.0,salaried,510.0,22938.0,441586,18,0,1.0114849326113446,0.6304939391440587,1
208,46,98108.0,salaried,707.0,19983.0,57088,18,0,0.04849077886954513,0.20368369551922372,0
209,23,64892.0,salaried,629.0,23425.0,311094,18,0,0.39950224989212846,0.3609844048573014,1
210,39,106501.0,contract,670.0,5010.0,435112,36,0,0.34046002697940236,0.04704181181397358,1
211,40,98391.0,salaried,532.0,7848.0,443589,6,0,0.3757025540953949,0.07976339299326157,0
212,52,32920.0,self_employed,523.0,22029.0,179532,18,0,0.4544653705953827,0.6691676792223572,1
213,27,31702.0,contract,696.0,44974.0,194508,12,0,0.5112926629234749,1.418648665699325,1
214,53,,salaried,545.0,47346.0,323505,6,1,1.5957588492956079,2.8025334438262104,1
215,60,45985.0,self_employed,773.0,16190.0,407117,6,1,0.7377713747236417,0.3520713276068283,1
216,59,140702.0,self_employed,730.0,49113.0,329761,36,0,0.1953069845015233,0.3490568719705477,0
217,38,88527.0,salaried,632.0,32026.0,432847,24,0,0.40745290514005145,0.36176533712878556,0
218,60,143676.0,salaried,763.0,43630.0,424479,6,0,0.24620152287090397,0.3036693671872825,1
219,21,57235.0,salaried,584.0,17959.0,23856,36,0,0.03473399143880493,0.31377653533676947,1
220,31,39976.0,self_employed,812.0,39491.0,392341,36,0,0.8178678040157428,0.9878677206323794,1
221,48,97643.0,salaried,504.0,5754.0,193839,36,0,0.16543172577655335,0.05892895548067962,0
222,45,122631.0,salaried,768.0,2213.0,390029,18,0,0.26504241722457345,0.018046007942526768,1
223,43,71697.0,salaried,838.0,9855.0,189132,24,0,0.21982788680140034,0.13745344993514372,0
224,51,85382.0,salaried,720.0,8555.0,139087,18,0,0.1357497286703677,0.10019676278372491,1
225,50,31651.0,salaried,693.0,48279.0,411319,12,0,1.0829541983928892,1.5253546491422072,1
226,55,29633.0,salaried,,5544.0,300926,24,0,0.8462581131396304,0.18708871865825263,1
227,27,94164.0,salaried,568.0,21137.0,377056,18,0,0.33368732565877973,0.22447007348880677,1
228,36,15569.0,salaried,787.0,36400.0,405115,24,0,2.1683848245445008,2.337979317875265,1
229,46,,salaried,675.0,5588.0,298512,12,0,0.3014943824310075,0.06772594504841896,0
230,22,138425.0,self_employed,824.0,39426.0,50825,18,1,0.030597194630064415,0.2848184937691891,1
231,21,116126.0,self_employed,,25850.0,493828,24,0,0.3543765679807565,0.22260303463479325,0
232,32,142522.0,self_employed,678.0,9637.0,123526,12,0,0.07222627617724516,0.06761763096223741,1
233,25,48038.0,contract,755.0,4827.0,366243,36,0,0.6353355676755902,0.10048295099712727,0
234,57,53138.0,salaried,710.0,,47392,24,0,0.07432220507609118,0.5181414430351161,1
235,52,125740.0,salaried,726.0,,414528,12,0,0.2747256243041196,0.30941625576586607,0
236,29,126174.0,salaried,571.0,11648.0,311273,36,0,0.20558448386091166,0.09231695911994547,1
237,55,64272.0,contract,564.0,38747.0,245213,12,0,0.3179365301634719,0.6028597211849639,1
238,39,66455.0,self_employed,665.0,,143778,6,1,0.18029493642314348,0.2368219095628621,1
239,36,83447.0,salaried,713.0,13539.0,39556,12,0,0.03950211910953459,0.162246695507328,1
240,23,92108.0,salaried,516.0,,498228,18,0,0.45076432014591566,0.11244408737568941,1
241,40,53333.0,salaried,835.0,25585.0,323352,18,0,0.505240657754111,0.4797217482609266,1
242,44,136219.0,salaried,672.0,15594.0,374495,18,0,0.22910105540832532,0.11447742238601076,0
243,53,98029.0,salaried,628.0,38055.0,301160,18,0,0.2560126765208935,0.3882014505911516,1
244,44,54697.0,contract,502.0,43779.0,187224,6,0,0.28524416329963254,0.8003912463206392,1
245,31,32634.0,salaried,747.0,48033.0,171719,6,0,0.4384971706400278,1.4718698290126861,1
246,28,140520.0,contract,569.0,41655.0,361565,6,0,0.21442084163582883,0.2964346712211785,1
247,56,39561.0,salaried,551.0,4617.0,345802,36,0,0.728415190044067,0.11670584666717221,1
248,58,70063.0,salaried,758.0,42342.0,56472,24,0,0.06716812012046301,0.6043418066597205,1
249,60,40921.0,self_employed,738.0,10687.0,66295,18,1,0.1350060686037324,0.2611617506903546,1
250,40,34340.0,salaried,,6796.0,222236,24,1,0.539303047951854,0.1979033197437391,1
251,55,77781.0,salaried,,39801.0,365261,18,0,0.3913348589844135,0.5117059436109076,0
252,45,29901.0,self_employed,574.0,6747.0,456167,18,0,1.271325931128279,0.22564462726999096,1
253,55,25638.0,self_employed,590.0,46176.0,264247,18,0,0.8589041006838807,1.8010765270301896,1
254,45,59324.0,salaried,585.0,7936.0,237495,6,0,0.3336128716876812,0.1337738520666172,1
255,49,103356.0,salaried,505.0,32293.0,421908,36,0,0.3401737683346879,0.3124443670420682,1
256,38,47642.0,salaried,729.0,17142.0,258729,18,0,0.45255761722849586,0.35980857226816676,1
257,38,40378.0,contract,850.0,34047.0,142978,18,1,0.29508230554592435,0.8432066967160334,1
258,22,65867.0,contract,816.0,49593.0,362851,18,0,0.4590702982272357,0.7529263515872895,1
259,55,88686.0,salaried,542.0,12696.0,432728,12,0,0.40661058866863614,0.14315675529395847,1
260,36,57875.0,salaried,811.0,13097.0,218902,18,0,0.31519366450683944,0.22629805615550755,1
261,56,133171.0,contract,697.0,6228.0,297163,6,0,0.18595327311001145,0.0467669387479256,1
262,53,115061.0,salaried,802.0,48056.0,405736,6,1,0.2938557229064004,0.4176567212174412,1
263,24,79377.0,salaried,681.0,28149.0,23914,24,0,0.025105929089450765,0.35462413545485466,0
264,53,69691.0,salaried,668.0,14141.0,274058,6,0,0.32770611221917706,0.20290998837726534,1
265,34,64063.0,salaried,702.0,20354.0,108908,24,0,0.14166783738923663,0.3177184958556421,1
266,41,106782.0,self_employed,693.0,45597.0,363962,36,0,0.28403819620035836,0.4270101702534135,1
267,40,93343.0,salaried,530.0,1526.0,445245,12,0,0.3974990090312075,0.016348306782511812,1
268,28,98071.0,salaried,601.0,32958.0,44621,6,0,0.037915557776168965,0.33606264848935974,0
269,27,136399.0,contract,563.0,1873.0,232966,18,0,0.1423311998866072,0.013731772227069113,0
270,23,46357.0,salaried,845.0,7958.0,260011,36,0,0.4674069360254834,0.1716677092995664,0
271,37,47314.0,salaried,590.0,,248471,18,0,0.4376276930013668,0.23686435304561018,1
272,53,85283.0,self_employed,749.0,7368.0,55899,24,0,0.05462108509316042,0.08639470937936049,0
273,32,74567.0,self_employed,682.0,7489.0,344754,24,0,0.38528437512572583,0.10043316748695803,1
274,42,62006.0,salaried,801.0,40636.0,342151,12,0,0.459835876098012,0.6553559332967778,1
275,42,,salaried,850.0,24833.0,492643,36,0,0.5359055861594827,0.3241652089914628,1
276,50,33891.0,salaried,779.0,8346.0,45525,24,0,0.11193974801569738,0.24626006904487918,1
277,58,116732.0,salaried,704.0,38374.0,162832,18,1,0.11624347508252521,0.3287359078915807,1
278,58,44877.0,salaried,588.0,45053.0,309441,6,0,0.5746094881565167,1.003921830781915,1
279,28,29026.0,salaried,792.0,20286.0,187638,6,0,0.5387066767725488,0.6988906497622821,1
280,47,35422.0,salaried,784.0,43235.0,369301,36,0,0.8688126964410066,1.2205691378239512,1
281,47,48481.0,self_employed,,39428.0,427788,36,0,0.7353189909449063,0.8132670530723376,1
282,54,104180.0,salaried,629.0,45129.0,391929,24,1,0.3135030716068343,0.4331829525820695,1
283,41,124384.0,salaried,747.0,18796.0,117403,6,1,0.07865628483835005,0.15111268330331876,1
284,50,,salaried,639.0,49175.0,139412,12,0,0.15907856481037733,0.6733441963002013,1
285,53,147818.0,salaried,688.0,47566.0,113446,12,0,0.06395590072476513,0.32178760367478926,1
286,48,98127.0,self_employed,590.0,40726.0,331121,12,0,0.2812010625685761,0.415033578933423,1
